Id,group_id,outer_fold,actual_Q0_TOTAL_ASSETS,pred_Q0_TOTAL_ASSETS,postprocessed_pred_Q0_TOTAL_ASSETS,actual_Q0_TOTAL_LIABILITIES,pred_Q0_TOTAL_LIABILITIES,postprocessed_pred_Q0_TOTAL_LIABILITIES,actual_Q0_TOTAL_STOCKHOLDERS_EQUITY,pred_Q0_TOTAL_STOCKHOLDERS_EQUITY,postprocessed_pred_Q0_TOTAL_STOCKHOLDERS_EQUITY,actual_Q0_GROSS_PROFIT,pred_Q0_GROSS_PROFIT,postprocessed_pred_Q0_GROSS_PROFIT,actual_Q0_COST_OF_REVENUES,pred_Q0_COST_OF_REVENUES,postprocessed_pred_Q0_COST_OF_REVENUES,actual_Q0_REVENUES,pred_Q0_REVENUES,postprocessed_pred_Q0_REVENUES,actual_Q0_OPERATING_INCOME,pred_Q0_OPERATING_INCOME,postprocessed_pred_Q0_OPERATING_INCOME,actual_Q0_OPERATING_EXPENSES,pred_Q0_OPERATING_EXPENSES,postprocessed_pred_Q0_OPERATING_EXPENSES,actual_Q0_EBITDA,pred_Q0_EBITDA,postprocessed_pred_Q0_EBITDA
1378,47,1,9413000.0,372843151.6218697,372843151.6218697,3564045.8618720686,-41272983.000873886,-41272983.000873886,-3084000.0,433580251.3327179,433580251.3327179,0.0,16467242.226963945,16467242.226963945,9000000.0,646529.5740691023,646529.5740691023,9000000.0,22343566.86613712,22343566.86613712,-1588000.0,-4164646.5929599106,-4164646.5929599106,1588000.0,14851989.29468921,14851989.29468921,-1588000.0,-2038999.9999999995,-2038999.9999999995
984,460,3,6218000.0,246685280.4469177,246685280.4469177,36630000.0,-43823017.0551309,-43823017.0551309,-30412000.0,488626726.3760239,488626726.3760239,406000.0,4975397.398242211,4975397.398242211,0.0,7372655.846469009,7372655.846469009,406000.0,14466189.303082027,14466189.303082027,-12603000.0,-9112474.1781234,-9112474.1781234,13009000.0,19363934.241830032,19363934.241830032,-12603000.0,-10493245.607625095,-10493245.607625095
1108,122,1,32347000.0,347686608.1253948,347686608.1253948,14312130.622367444,-54250976.52053705,-54250976.52053705,18034869.377632555,520397110.73837674,520397110.73837674,1530000.0,11461307.101895513,11461307.101895513,6428000.0,2388780.9223013576,2388780.9223013576,7746000.0,28418267.4766744,28418267.4766744,-1222000.0,-413296.3836504917,-413296.3836504917,1695000.0,8536738.10968944,8536738.10968944,-165000.0,1266550.0,1266550.0
1432,154,4,14674000000.0,13695824887.827282,13695824887.827282,15567000000.0,15999346646.45973,15999346646.45973,-1463000000.0,1283716882.2516527,1283716882.2516527,2597000000.0,2611000000.0,2611000000.0,489000000.0,494843065.2066251,494843065.2066251,3086000000.0,3153030110.178128,3153030110.178128,173000000.0,234427811.9523918,234427811.9523918,2913000000.0,2822379291.6032805,2822379291.6032805,-316000000.0,-265349999.99999997,-265349999.99999997
1925,1556,3,16050283.0,267980598.95490757,267980598.95490757,5635986.0,-92347461.95460784,-92347461.95460784,10414297.0,469211526.94705075,469211526.94705075,1386663.0,6081022.1960256845,6081022.1960256845,6313460.0,13776687.854375374,13776687.854375374,7700123.0,20091478.777701516,20091478.777701516,710209.0,2526855.0891872626,2526855.0891872626,433656.0,7708474.051683787,7708474.051683787,953007.0,993158.254637186,993158.254637186
1468,769,4,1524446000.0,1499926278.7434723,1499926278.7434723,1180773000.0,1065834402.7088599,1065834402.7088599,343673000.0,571406632.5895327,571406632.5895327,155775000.0,151522000.0,151522000.0,45754000.0,35944123.46403557,35944123.46403557,201529000.0,204867855.16239423,204867855.16239423,-7913000.0,-14422210.242344804,-14422210.242344804,163688000.0,165210965.98820573,165210965.98820573,-7913000.0,-12117300.0,-12117300.0
1956,126,2,101214000.0,612192014.2127062,612192014.2127062,79835000.0,54446910.550045855,54446910.550045855,21379000.0,541827455.5174288,541827455.5174288,17281000.0,27967796.83181389,27967796.83181389,40768000.0,44985326.557213046,44985326.557213046,58049000.0,87952630.46366814,87952630.46366814,4331000.0,8351937.483903245,8351937.483903245,12950000.0,21384120.262454472,21384120.262454472,4331000.0,5103167.749657238,5103167.749657238
888,229,1,2376172000.0,1971211071.877747,1971211071.877747,1870972000.0,1405889343.0466144,1405889343.0466144,486613000.0,847534537.810925,847534537.810925,-5214000.0,65550211.43522935,65550211.43522935,182832000.0,142209686.16632563,142209686.16632563,304976000.0,235569755.14408064,235569755.14408064,-103708000.0,-56034042.41108056,-56034042.41108056,98494000.0,119303041.51604536,119303041.51604536,-103708000.0,-55746550.0,-55746550.0
225,817,1,283373000.0,751837290.5607557,751837290.5607557,122203000.0,115023374.95998746,115023374.95998746,161170000.0,724974140.8830657,724974140.8830657,18136000.0,25893593.823715087,25893593.823715087,55222000.0,46300020.23502902,46300020.23502902,73358000.0,84738693.13359058,84738693.13359058,6445000.0,4642060.85544785,4642060.85544785,11071000.0,20127445.392777625,20127445.392777625,7065000.0,2115649.9999999795,2115649.9999999795
1181,1077,1,11302829.0,285219255.050614,285219255.050614,7081674.0,-71606603.4205094,-71606603.4205094,4221155.0,398490456.0413687,398490456.0413687,19999.0,8353268.351104038,8353268.351104038,110441.0,1234216.3644208484,1234216.3644208484,50000.0,13132924.318466818,13132924.318466818,-1779056.0,-1507265.6721431916,-1507265.6721431916,1799055.0,8216747.291396419,8216747.291396419,-1779056.0,-1780924.75,-1780924.75
1386,1290,3,5355875000.0,2141982676.973676,2141982676.973676,1168590000.0,225567503.403831,225567503.403831,4187285000.0,1291501939.989134,1291501939.989134,248249000.0,221782224.95835006,221782224.95835006,135390000.0,83649922.83019947,83649922.83019947,383639000.0,304928222.52809596,304928222.52809596,404000.0,72164259.72851172,72164259.72851172,247845000.0,152419483.62582153,152419483.62582153,404000.0,68725536.12776405,68725536.12776405
655,1,4,4413955000.0,4375225004.411925,4375225004.411925,2228800000.0,2532293795.862098,2532293795.862098,2185155000.0,1692821570.1540217,1692821570.1540217,281468000.0,259573000.0,259573000.0,442858000.0,441671961.43260187,441671961.43260187,613915000.0,595027390.7964222,595027390.7964222,132519000.0,103874063.14069118,103874063.14069118,91401000.0,99611469.77808884,99611469.77808884,190067000.0,161608899.99999997,161608899.99999997
12,1269,4,3349511000.0,4347942804.547648,4347942804.547648,2428077000.0,3125777131.186353,3125777131.186353,919476000.0,1539274154.8704169,1539274154.8704169,17259000.0,69924000.0,69924000.0,1422732000.0,1412233030.279565,1412233030.279565,1439991000.0,1544610684.8646462,1544610684.8646462,-58244000.0,-21753361.28446656,-21753361.28446656,75503000.0,86506506.98206507,86506506.98206507,-58244000.0,-18646550.000000037,-18646550.000000037
1834,1534,0,49091.0,961429.5516640097,961429.5516640097,503871.0,17208705.078590132,17208705.078590132,-454780.0,37395395.699260525,37395395.699260525,18158.0,2645484.235811496,2645484.235811496,19944.0,-3513937.6203291495,-3513937.6203291495,38102.0,-3126827.716813066,-3126827.716813066,-13807.0,216112.31217990693,216112.31217990693,31965.0,4237239.718754784,4237239.718754784,-13807.0,1228071.8173873334,1228071.8173873334
212,1273,0,230245000.0,339619093.11616707,339619093.11616707,29201000.0,93044662.00764099,93044662.00764099,201044000.0,261470852.81584805,261470852.81584805,26004000.0,27283839.46448492,27283839.46448492,8939000.0,4896316.679263616,4896316.679263616,34943000.0,31412810.453041423,31412810.453041423,-2897000.0,-15861884.894158892,-15861884.894158892,28901000.0,49442989.112256646,49442989.112256646,-2897000.0,-16890554.120260715,-16890554.120260715
664,115,3,2198600000.0,2016825576.3430781,2016825576.3430781,1345500000.0,1267767954.8995774,1267767954.8995774,853100000.0,1382525222.946972,1382525222.946972,283400000.0,240132232.58204034,240132232.58204034,569800000.0,523935710.1887652,523935710.1887652,854600000.0,765608918.9557161,765608918.9557161,41000000.0,11530130.579595702,11530130.579595702,235900000.0,223005379.5018827,223005379.5018827,47500000.0,14032937.449907543,14032937.449907543
1736,70,3,1221460000.0,1335638477.6194413,1335638477.6194413,685111000.0,637427968.5135303,637427968.5135303,532411000.0,1120235491.5730035,1120235491.5730035,69999000.0,71501315.5560297,71501315.5560297,103199000.0,110147544.81696485,110147544.81696485,173198000.0,181383240.09977776,181383240.09977776,39562000.0,39447117.38565862,39447117.38565862,30437000.0,36749676.62676916,36749676.62676916,39562000.0,36395502.64516639,36395502.64516639
1652,705,3,97057000000.0,80379793545.62796,80379793545.62796,36748709148.594215,34532824044.226234,34532824044.226234,45328000000.0,20227632734.78409,20227632734.78409,2943000000.0,3011783852.80327,3011783852.80327,3214000000.0,3289306226.7294507,3289306226.7294507,6157000000.0,6274346617.854212,6274346617.854212,1864000000.0,1582540250.5036237,1582540250.5036237,2049000000.0,2141137690.2109509,2141137690.2109509,894000000.0,849266049.4471799,849266049.4471799
942,204,4,857089000.0,1068795264.6929982,1068795264.6929982,324519760.3002305,279418168.1500707,279418168.1500707,532569239.6997695,727486333.9359117,727486333.9359117,72611000.0,73879000.0,73879000.0,174286000.0,200781778.9638232,200781778.9638232,239665000.0,287938241.37844324,287938241.37844324,9355000.0,15096178.140605476,15096178.140605476,55021000.0,59314756.92093641,59314756.92093641,17590000.0,18055549.999999993,18055549.999999993
1573,209,4,41850000000.0,38625074873.25215,38625074873.25215,29896000000.0,29466884579.91177,29466884579.91177,20733372640.84991,12230877806.012756,12230877806.012756,3572000000.0,3699000000.0,3699000000.0,0.0,-7574403.84626137,-7574403.84626137,3572000000.0,3744048682.1314096,3744048682.1314096,1295000000.0,1488482983.4159145,1488482983.4159145,2277000000.0,2209443608.8577003,2209443608.8577003,1295000000.0,1484149999.9999998,1484149999.9999998
474,357,1,2434752000.0,2524670091.340087,2524670091.340087,904234000.0,921234566.1658442,921234566.1658442,1530518000.0,1026544725.1059505,1026544725.1059505,80545000.0,64903753.78741944,64903753.78741944,315125000.0,244572118.23822764,244572118.23822764,395670000.0,333277616.9599159,333277616.9599159,36228000.0,13751621.08161779,13751621.08161779,27818000.0,37508574.80888937,37508574.80888937,52727000.0,25189150.0,25189150.0
486,1251,2,12462216000.0,9954126131.853727,9954126131.853727,7318742824.282455,6941072588.680858,6941072588.680858,3310016000.0,2465482382.223092,2465482382.223092,655716000.0,665821384.2056987,665821384.2056987,893343000.0,808663881.9550718,808663881.9550718,1549059000.0,1470992721.0029218,1470992721.0029218,209285000.0,256517711.80287853,256517711.80287853,301454000.0,294364610.7936474,294364610.7936474,354262000.0,385154033.7221839,385154033.7221839
1286,973,0,7869000000.0,8555069678.691833,8555069678.691833,3647780181.26408,3991595730.239667,3991595730.239667,4221219818.73592,4513774793.548495,4513774793.548495,324900000.0,160005736.73915312,160005736.73915312,4423500000.0,4491706945.20682,4491706945.20682,4748400000.0,4531092615.559223,4531092615.559223,224700000.0,74327387.93786906,74327387.93786906,72000000.0,79570652.24685894,79570652.24685894,252900000.0,94439722.91032827,94439722.91032827
659,827,1,740614000.0,1363375358.2199912,1363375358.2199912,1179415000.0,1049014921.990678,1049014921.990678,-438801000.0,662878330.2419384,662878330.2419384,378000.0,9409787.123819428,9409787.123819428,0.0,-4016662.1436381936,-4016662.1436381936,378000.0,17244063.20894883,17244063.20894883,-122265000.0,-121381448.93512648,-121381448.93512648,122643000.0,129757841.65575145,129757841.65575145,-122265000.0,-121732199.99999997,-121732199.99999997
952,1193,0,99764000.0,308941559.20316595,308941559.20316595,91702000.0,165261816.27619752,165261816.27619752,8062000.0,131265869.83764449,131265869.83764449,24000.0,2554763.942716722,2554763.942716722,0.0,-990641.0176926153,-990641.0176926153,24000.0,-353899.3798739249,-353899.3798739249,-28607000.0,-48449896.33539741,-48449896.33539741,28631000.0,49686459.04952394,49686459.04952394,-28607000.0,-46402870.2587966,-46402870.2587966
25,1468,0,45679000.0,83587518.46241307,83587518.46241307,7116000.0,36207558.619598664,36207558.619598664,38563000.0,72586428.00251399,72586428.00251399,663000.0,2449682.7749558287,2449682.7749558287,609000.0,-1137631.4780013342,-1137631.4780013342,1272000.0,-78745.26802049764,-78745.26802049764,-7378000.0,-2622635.2203205023,-2622635.2203205023,8103000.0,13935361.545694485,13935361.545694485,-7440000.0,-3313648.458686173,-3313648.458686173
1373,1330,3,6545000.0,202403088.91055083,202403088.91055083,2728000.0,-76206826.1315543,-76206826.1315543,7069000.0,374609653.02165395,374609653.02165395,1435000.0,5848875.380561546,5848875.380561546,1170000.0,9742213.721433878,9742213.721433878,2529000.0,15215793.676167488,15215793.676167488,-1537000.0,638825.6081147934,638825.6081147934,2278000.0,8722010.861260734,8722010.861260734,-843000.0,681709.5573375125,681709.5573375125
637,757,1,115324000.0,541882139.3373173,541882139.3373173,147158000.0,-10810347.901529036,-10810347.901529036,-31834000.0,454064732.4090924,454064732.4090924,25861000.0,31479375.32463895,31479375.32463895,1268000.0,-4279012.458797993,-4279012.458797993,27129000.0,38836830.75843135,38836830.75843135,-4465000.0,-7191702.200261305,-7191702.200261305,24856000.0,35210212.209706545,35210212.209706545,1005000.0,-3892100.0,-3892100.0
2025,919,4,2365858000.0,2582578319.456443,2582578319.456443,969708000.0,1151370180.2659125,1151370180.2659125,1396150000.0,1072245170.5904007,1072245170.5904007,84282000.0,89016000.0,89016000.0,596889000.0,606544696.5072486,606544696.5072486,744601000.0,767507499.7639346,767507499.7639346,85965000.0,130922703.15409854,130922703.15409854,24279000.0,31872845.814634252,31872845.814634252,60003000.0,92485249.99999999,92485249.99999999
209,1583,3,270822000.0,466457972.37094384,466457972.37094384,153157000.0,70664167.9864868,70664167.9864868,117665000.0,670136105.6501596,670136105.6501596,54817000.0,66925238.693438455,66925238.693438455,112047000.0,125909067.23222207,125909067.23222207,166864000.0,189825941.01579344,189825941.01579344,-2917000.0,2558494.4313710677,2558494.4313710677,57734000.0,67215790.79622936,67215790.79622936,-2917000.0,-410315.6686069784,-410315.6686069784
1071,1590,1,208475000.0,623823475.9881259,623823475.9881259,38546000.0,5027722.47487779,5027722.47487779,169929000.0,507909269.18106556,507909269.18106556,7869000.0,15036794.77890458,15036794.77890458,4651000.0,2293484.210348999,2293484.210348999,12161000.0,24268737.742624134,24268737.742624134,-9089000.0,-11824410.02501724,-11824410.02501724,16958000.0,25680171.104852382,25680171.104852382,-9089000.0,-11061449.999999996,-11061449.999999996
890,1408,0,-184571000000.0,89388197033.01265,89388197033.01265,-104883000000.0,49050349563.91198,49050349563.91198,-79688000000.0,39485278409.66434,39485278409.66434,9748000000.0,11538625807.522333,11538625807.522333,4237000000.0,8004442528.927784,8004442528.927784,11650000000.0,18978106390.360218,18978106390.360218,4253000000.0,5287170099.032952,5287170099.032952,5495000000.0,6531616268.430681,6531616268.430681,4253000000.0,5403283568.993699,5403283568.993699
675,410,3,2359936000.0,2232008604.413389,2232008604.413389,1182551000.0,1300107885.6411533,1300107885.6411533,1177385000.0,1029892583.890397,1029892583.890397,73301000.0,36948981.68083746,36948981.68083746,69357000.0,41560067.953576274,41560067.953576274,142658000.0,90795828.95293151,90795828.95293151,27168000.0,66827676.558090225,66827676.558090225,46133000.0,-23311065.51254211,-23311065.51254211,27168000.0,62534244.10523061,62534244.10523061
1220,143,0,15168000000.0,11830993649.008417,11830993649.008417,8907781020.54372,6963777024.1026125,6963777024.1026125,5958000000.0,5420704424.139438,5420704424.139438,1390000000.0,1406137837.1155384,1406137837.1155384,2178000000.0,1948323475.6409638,1948323475.6409638,3568000000.0,3348926625.8593106,3348926625.8593106,308000000.0,390000344.2596399,390000344.2596399,979000000.0,936333206.2560662,936333206.2560662,411000000.0,459678060.39586407,459678060.39586407
1674,1227,1,16831000.0,358428778.9284532,358428778.9284532,5076000.0,-68176490.26852804,-68176490.26852804,11755000.0,510879769.0975127,510879769.0975127,2036000.0,7772575.0073579885,7772575.0073579885,2445000.0,-852258.6981677413,-852258.6981677413,4262000.0,14562837.758479232,14562837.758479232,-3560000.0,-4364491.672892894,-4364491.672892894,5596000.0,12392130.666069925,12392130.666069925,-3560000.0,-4799549.999999999,-4799549.999999999
1948,353,0,63468000.0,149143481.59077406,149143481.59077406,55430000.0,126167515.15260479,126167515.15260479,8038000.0,-28537225.68904142,-28537225.68904142,12718000.0,13675561.830540087,13675561.830540087,0.0,-47986614.50263637,-47986614.50263637,12718000.0,56084150.90670366,56084150.90670366,-8555000.0,-3807234.6919729444,-3807234.6919729444,21273000.0,34757576.44845204,34757576.44845204,-8555000.0,-5680080.855010939,-5680080.855010939
1045,1300,3,6230458000.0,5399187082.433603,5399187082.433603,2564670000.0,2664954372.5354967,2664954372.5354967,3573398000.0,1636165076.5042431,1636165076.5042431,226014000.0,245705989.62479693,245705989.62479693,133335000.0,143758966.1942702,143758966.1942702,359349000.0,385216280.91464496,385216280.91464496,22080000.0,51915600.83483926,51915600.83483926,104988000.0,115227737.15096553,115227737.15096553,121026000.0,133604987.78533669,133604987.78533669
779,686,2,68815.0,616385693.3587271,616385693.3587271,268772.0,263186377.91809726,263186377.91809726,-199957.0,446161349.3153433,446161349.3153433,31000.0,-11342767.989252094,-11342767.989252094,0.0,-25749162.00030934,-25749162.00030934,31000.0,22392822.552837927,22392822.552837927,-126906.0,-67435485.91877049,-67435485.91877049,157906.0,-53680052.03685572,-53680052.03685572,-126906.0,-18588167.699252427,-18588167.699252427
972,1447,1,971958000.0,1190709982.1161954,1190709982.1161954,792624000.0,752002452.4774985,752002452.4774985,179334000.0,677101323.6958144,677101323.6958144,55677000.0,63739253.95354162,63739253.95354162,25867000.0,20596205.540114902,20596205.540114902,81544000.0,96960669.94122884,96960669.94122884,-11564000.0,-9059226.99177846,-9059226.99177846,67241000.0,68887582.76792848,68887582.76792848,-11564000.0,-8082950.0,-8082950.0
1204,907,1,108157000.0,449456640.5597949,449456640.5597949,41985000.0,2036.3988148123026,2036.3988148123026,66172000.0,547712738.5123726,547712738.5123726,8741000.0,15675320.774283513,15675320.774283513,-930000.0,-3353249.3036900554,-3353249.3036900554,7811000.0,21273374.01048505,21273374.01048505,-8208000.0,-1512927.7086783946,-1512927.7086783946,16949000.0,20047573.630867124,20047573.630867124,-8208000.0,-2433649.999999999,-2433649.999999999
1127,501,2,518839000.0,1045170745.1907592,1045170745.1907592,245388000.0,271104631.82684267,271104631.82684267,85566000.0,650957001.1867597,650957001.1867597,40527000.0,51251796.77498217,51251796.77498217,50473000.0,48466809.599394575,48466809.599394575,91000000.0,111591880.94525985,111591880.94525985,2067000.0,-30904466.557870552,-30904466.557870552,88933000.0,148886885.21733674,148886885.21733674,-48406000.0,-95034819.44339517,-95034819.44339517
666,1071,2,2839349000.0,2780675575.4168186,2780675575.4168186,1376000000.0,1433110019.2282224,1433110019.2282224,1463349000.0,1002292907.7902166,1002292907.7902166,105556000.0,116674226.41077235,116674226.41077235,299137000.0,287644154.17213064,287644154.17213064,404693000.0,420302300.52287257,420302300.52287257,48075000.0,40546203.4857468,40546203.4857468,57481000.0,70161658.36937419,70161658.36937419,48075000.0,38781458.37381208,38781458.37381208
975,1088,0,282693000.0,411759253.7216458,411759253.7216458,105375000.0,169336872.67134923,169336872.67134923,177318000.0,224055729.69122574,224055729.69122574,40669000.0,38363692.65898375,38363692.65898375,11004000.0,9148395.131629165,9148395.131629165,31732000.0,27722250.829207182,27722250.829207182,-4794000.0,-12165884.728728116,-12165884.728728116,45463000.0,56241074.06845218,56241074.06845218,-4794000.0,-13703545.089037403,-13703545.089037403
608,302,1,111641000.0,496768970.58125275,496768970.58125275,63635000.0,8481391.407958139,8481391.407958139,48006000.0,486149843.3951478,486149843.3951478,3108000.0,12310407.052898025,12310407.052898025,570000.0,-1885782.6486914903,-1885782.6486914903,3678000.0,22416253.177283376,22416253.177283376,-14891000.0,-19205119.827793434,-19205119.827793434,18569000.0,31858854.24151564,31858854.24151564,-15461000.0,-20758249.999999996,-20758249.999999996
948,869,4,25635000000.0,21754951360.821404,21754951360.821404,26260000000.0,18364658703.51859,18364658703.51859,-625000000.0,3785258480.925654,3785258480.925654,7341000000.0,5462000000.0,5462000000.0,-3396000000.0,-2830023863.876074,-2830023863.876074,3945000000.0,2651638237.9812264,2651638237.9812264,3103000000.0,1435556705.2912881,1435556705.2912881,4238000000.0,3674494169.3909807,3674494169.3909807,3103000000.0,1535050000.0000002,1535050000.0000002
1126,1081,2,1124943000.0,1318454913.638144,1318454913.638144,70884000.0,85358840.68784817,85358840.68784817,1054059000.0,644066013.1744555,644066013.1744555,60185000.0,69587977.39803979,69587977.39803979,21827000.0,23728908.10943125,23728908.10943125,82012000.0,100947655.6142159,100947655.6142159,-31739000.0,-5070707.196514259,-5070707.196514259,121847000.0,103791146.27633582,103791146.27633582,-61662000.0,-41446780.07666306,-41446780.07666306
1013,517,1,2546337000.0,2780009652.330599,2780009652.330599,1427171000.0,1418264960.079133,1418264960.079133,1103956000.0,1129134841.650262,1129134841.650262,1121752000.0,1181569061.0177598,1181569061.0177598,-6528000.0,-7033505.798537054,-7033505.798537054,1115224000.0,1191776276.1048129,1191776276.1048129,73859000.0,96015640.59381893,96015640.59381893,1047893000.0,1047918100.6948345,1047918100.6948345,73859000.0,95235750.0,95235750.0
510,132,1,85852000.0,487476027.7075929,487476027.7075929,31031000.0,-20417030.45398788,-20417030.45398788,54821000.0,524051992.15677345,524051992.15677345,3239000.0,15612237.69148443,15612237.69148443,-2154000.0,-4219892.754418048,-4219892.754418048,1085000.0,16145943.122930316,16145943.122930316,-19071000.0,-21220358.557158526,-21220358.557158526,22310000.0,32388288.33418998,32388288.33418998,-19071000.0,-19847899.999999996,-19847899.999999996
148,360,3,7987000000.0,6673612297.223877,6673612297.223877,4690562171.089313,4417376469.700513,4417376469.700513,2473000000.0,2154701174.543749,2154701174.543749,465000000.0,455083115.807011,455083115.807011,2131000000.0,2198858574.779002,2198858574.779002,2596000000.0,2648999930.3360643,2648999930.3360643,232000000.0,100696969.73997669,100696969.73997669,118000000.0,133874933.65349467,133874933.65349467,347000000.0,321169971.2031898,321169971.2031898
656,1163,0,66540000000.0,65735778063.53283,65735778063.53283,52536000000.0,53870765727.4005,53870765727.4005,14004000000.0,1437192503.3893714,1437192503.3893714,5941000000.0,6028517113.786342,6028517113.786342,-396000000.0,-436386460.7183613,-436386460.7183613,5545000000.0,5750565263.658115,5750565263.658115,2177000000.0,2287740723.1088896,2287740723.1088896,3764000000.0,3800019334.496183,3800019334.496183,2177000000.0,2292297422.027859,2292297422.027859
44,946,2,2027417000.0,2347686627.6713066,2347686627.6713066,933899000.0,917201621.867585,917201621.867585,1039908000.0,1236709395.6508086,1236709395.6508086,556237000.0,559737307.2943919,559737307.2943919,311628000.0,303947142.1914146,303947142.1914146,867865000.0,868437302.0376413,868437302.0376413,42211000.0,40570455.80823845,40570455.80823845,514026000.0,663277114.8036444,663277114.8036444,42211000.0,34864437.93381077,34864437.93381077
24,1498,0,456761000.0,604993272.389328,604993272.389328,211737669.7641838,291664331.2347703,291664331.2347703,40832000.0,121208380.36448126,121208380.36448126,54106000.0,63296626.14088147,63296626.14088147,0.0,-4744381.207761529,-4744381.207761529,54106000.0,65403606.63377522,65403606.63377522,6817000.0,9614625.552521845,9614625.552521845,47289000.0,61111695.081434146,61111695.081434146,6817000.0,7226329.167752297,7226329.167752297
198,1478,0,2595000000.0,2850394293.6386547,2850394293.6386547,1309382269.940131,1451116253.3402884,1451116253.3402884,1241900000.0,1127701667.2507308,1127701667.2507308,240600000.0,258804183.56831557,258804183.56831557,976600000.0,1004260244.3266606,1004260244.3266606,1217200000.0,1264244126.0526876,1264244126.0526876,6200000.0,8706142.521680646,8706142.521680646,232000000.0,247975384.38989046,247975384.38989046,8600000.0,13961962.226187315,13961962.226187315
1418,290,3,347324000.0,685851304.6206669,685851304.6206669,206253000.0,166063691.71664113,166063691.71664113,141071000.0,755111031.3277795,755111031.3277795,75031000.0,88945306.9017661,88945306.9017661,3331000.0,18462036.19594107,18462036.19594107,64339000.0,77318454.6894227,77318454.6894227,-29004000.0,-22631579.747709807,-22631579.747709807,104035000.0,116311203.12918465,116311203.12918465,-29004000.0,-24222760.975652613,-24222760.975652613
273,41,2,289379000.0,666467810.2114582,666467810.2114582,98218000.0,64826391.71777247,64826391.71777247,191161000.0,607640917.4514862,607640917.4514862,21641000.0,26914112.235929165,26914112.235929165,644000.0,-4605060.373553698,-4605060.373553698,22285000.0,35902645.96326869,35902645.96326869,7398000.0,-15152193.15809695,-15152193.15809695,32664000.0,33353030.4150931,33353030.4150931,-11023000.0,-12084689.88618916,-12084689.88618916
724,934,4,92003000.0,392457497.4047696,392457497.4047696,37322000.0,-47118655.01193011,-47118655.01193011,57167887.76906237,323257134.9568043,323257134.9568043,15334000.0,12459000.0,12459000.0,9685000.0,3514171.0219533895,3514171.0219533895,25019000.0,26853215.96883229,26853215.96883229,-3385000.0,-1553781.4494256075,-1553781.4494256075,18719000.0,20844108.162279584,20844108.162279584,-3385000.0,-1444200.0,-1444200.0
115,1043,0,19251824000.0,19095102080.027294,19095102080.027294,18813136000.0,18649710835.69445,18649710835.69445,438688000.0,372507878.58602417,372507878.58602417,1187568000.0,955094350.896116,955094350.896116,546026000.0,396883521.7338761,396883521.7338761,1733594000.0,1379042637.025479,1379042637.025479,523318000.0,140524267.46515188,140524267.46515188,529973000.0,552604390.6976532,552604390.6976532,657595000.0,365689449.40091646,365689449.40091646
1950,551,2,7949000000.0,6844717846.845271,6844717846.845271,4920000000.0,4968419493.652333,4968419493.652333,2232000000.0,1970067839.8350632,1970067839.8350632,511000000.0,507988598.879392,507988598.879392,1273000000.0,1281806665.129288,1281806665.129288,1784000000.0,1792221177.4174845,1792221177.4174845,104000000.0,97161913.24432871,97161913.24432871,407000000.0,392432215.7756991,392432215.7756991,104000000.0,97156835.85991831,97156835.85991831
1543,1422,1,30083535.0,323000360.4339186,323000360.4339186,15179517.281743111,-41478446.223918855,-41478446.223918855,29207896.0,422448749.9139029,422448749.9139029,0.0,8591964.936417582,8591964.936417582,0.0,13872.175569658168,13872.175569658168,0.0,13222533.685304234,13222533.685304234,-2161893.0,-3207444.236803423,-3207444.236803423,2161893.0,8486097.824060291,8486097.824060291,-2161893.0,-2019653.8,-2019653.8
1195,1297,1,451813000.0,683145026.0978646,683145026.0978646,217848000.0,55252982.25020413,55252982.25020413,233965000.0,563452709.5420148,563452709.5420148,7749000.0,14257026.012255773,14257026.012255773,23620000.0,19287025.627380624,19287025.627380624,31369000.0,41711633.20104175,41711633.20104175,4904000.0,-114726.3025643652,-114726.3025643652,2845000.0,16684268.417492263,16684268.417492263,4904000.0,554999.9999999995,554999.9999999995
650,1114,4,34420000.0,275673973.0432875,275673973.0432875,47269000.0,-34817559.06529859,-34817559.06529859,-12849000.0,292593841.4063351,292593841.4063351,717000.0,805000.0,805000.0,142000.0,-5045188.37500391,-5045188.37500391,859000.0,7869028.343012368,7869028.343012368,-7054000.0,-8146331.132624795,-8146331.132624795,7913000.0,15595678.867503207,15595678.867503207,-7196000.0,-7463350.0,-7463350.0
632,799,4,2674917000.0,2299226972.375296,2299226972.375296,1349706702.644102,1151783233.8946548,1151783233.8946548,1325210297.355898,1078895447.83147,1078895447.83147,284524000.0,291415000.0,291415000.0,255148000.0,269892505.6089992,269892505.6089992,539672000.0,573911783.3012335,573911783.3012335,163189000.0,156186796.91874245,156186796.91874245,41823000.0,53641814.426276356,53641814.426276356,242701000.0,245290049.99999997,245290049.99999997
1593,669,4,9404800000.0,8147115773.865259,8147115773.865259,5073600000.0,4672753056.203435,4672753056.203435,4331200000.0,3329674889.834098,3329674889.834098,810400000.0,813100000.0,813100000.0,445600000.0,470693104.51567465,470693104.51567465,898100000.0,982498178.6462313,982498178.6462313,87600000.0,135521661.6999739,135521661.6999739,722800000.0,664926461.5023096,664926461.5023096,87600000.0,137699999.99999997,137699999.99999997
